transaction_id,build_profile,use_case,target_budget,cpu,cpu_brand,cpu_socket,cpu_mark,gpu,gpu_brand,gpu_mark,motherboard,motherboard_socket,ram,ram_type,ram_gb,storage,storage_type,storage_gb,psu,psu_wattage,required_wattage_with_headroom,total_price,compatibility_valid,data_origin
TX08578,midrange_gaming,Gaming,1770.86,AMD Ryzen 7 5700X,AMD,AM4,27065,GeForce RTX 3070,NVIDIA,22400,MSI B550M PRO-VDH WiFi,AM4,Corsair Vengeance LPX 32GB DDR4,DDR4,32,Samsung 980 1TB NVMe SSD,NVMe,1000,Corsair CV550,550,444,1460.0,True,synthetic_expected_pairing
TX08579,midrange_gaming,Gaming,1940.51,Intel Core i9-10900KF @ 3.70GHz,Intel,LGA1200,23508,GeForce RTX 3060 Ti,NVIDIA,20500,MSI MAG B560M Mortar WiFi,LGA1200,Corsair Vengeance LPX 32GB DDR4,DDR4,32,Samsung 980 1TB NVMe SSD,NVMe,1000,MSI MAG A650BN,650,502,1440.99,True,synthetic_expected_pairing
TX08580,general_productivity,General Productivity,1253.22,Intel Core i7-10700K @ 3.80GHz,Intel,LGA1200,19277,GeForce GTX 1660 Super,NVIDIA,12750,ASUS Prime B560M-A,LGA1200,Kingston Fury Beast 16GB DDR4,DDR4,16,Crucial P3 1TB NVMe SSD,NVMe,1000,Corsair CV550,550,396,959.98,True,synthetic_expected_pairing
TX08581,highend_gaming,Gaming,2949.29,Intel Core i9-12900KS,Intel,LGA1700,44243,Radeon RX 6800 XT,Radeon,24600,MSI PRO B760M-A WiFi DDR5,LGA1700,Corsair Vengeance 32GB DDR5,DDR5,32,Samsung 990 Pro 2TB NVMe SSD,NVMe,2000,Cooler Master MWE Gold 850 V2,850,667,2444.98,True,synthetic_expected_pairing
TX08582,budget_gaming,Gaming,1103.46,AMD Ryzen 7 2700X,AMD,AM4,17578,Radeon RX 6600 XT,Radeon,16500,Gigabyte B550 AORUS Elite AX V2,AM4,Corsair Vengeance LPX 32GB DDR4,DDR4,32,WD Black SN770 1TB NVMe SSD,NVMe,1000,Corsair CV550,550,424,1023.98,True,synthetic_expected_pairing
TX08583,entry_gaming,Gaming,856.7,AMD Ryzen 5 2600X,AMD,AM4,14053,GeForce GTX 1660 Super,NVIDIA,12750,MSI B550M PRO-VDH WiFi,AM4,Corsair Vengeance LPX 16GB DDR4,DDR4,16,Kingston NV2 500GB NVMe SSD,NVMe,500,Corsair CV550,550,355,731.39,True,synthetic_expected_pairing
TX08584,budget_gaming,Gaming,1027.08,AMD Ryzen 5 5500,AMD,AM4,19949,Radeon RX 6600 XT,Radeon,16500,MSI B550M PRO-VDH WiFi,AM4,Corsair Vengeance LPX 16GB DDR4,DDR4,16,Samsung 980 1TB NVMe SSD,NVMe,1000,Corsair CV550,550,363,880.0,True,synthetic_expected_pairing
TX08585,entry_gaming,Gaming,1019.61,AMD Ryzen 5 3500X,AMD,AM4,13319,GeForce RTX 2060,NVIDIA,14100,MSI B550M PRO-VDH WiFi,AM4,Kingston Fury Beast 16GB DDR4,DDR4,16,WD Black SN770 1TB NVMe SSD,NVMe,1000,MSI MAG A650BN,650,363,899.95,True,synthetic_expected_pairing
TX08586,workstation,Workstation,1792.75,Intel Core i7-12700K,Intel,LGA1700,34125,Radeon RX 6800,Radeon,22200,Gigabyte Z790 Gaming X AX,LGA1700,G.Skill Flare X5 32GB DDR5,DDR5,32,Samsung 990 Pro 2TB NVMe SSD,NVMe,2000,Cooler Master MWE Gold 850 V2,850,674,2024.0,True,synthetic_expected_pairing
TX08587,entry_gaming,Gaming,853.98,AMD Ryzen 5 3600,AMD,AM4,17822,GeForce RTX 2060,NVIDIA,14100,MSI B550M PRO-VDH WiFi,AM4,Kingston Fury Beast 16GB DDR4,DDR4,16,WD Black SN770 1TB NVMe SSD,NVMe,1000,Corsair CV550,550,363,848.49,True,synthetic_expected_pairing
TX08588,highend_gaming,Gaming,2674.71,AMD Ryzen 9 3900XT,AMD,AM4,32869,GeForce RTX 3070 Ti,NVIDIA,23700,ASUS TUF Gaming B550-PLUS WiFi II,AM4,Kingston Fury Beast 64GB DDR4,DDR4,64,WD Black SN770 1TB NVMe SSD,NVMe,1000,Cooler Master MWE 650 Bronze V2,650,600,2013.77,True,synthetic_expected_pairing
TX08589,workstation,Workstation,2415.29,AMD Ryzen 9 3950X,AMD,AM4,39157,GeForce RTX 3070,NVIDIA,22400,MSI B550M PRO-VDH WiFi,AM4,Corsair Vengeance LPX 32GB DDR4,DDR4,32,Crucial P3 Plus 2TB NVMe SSD,NVMe,2000,Corsair CV550,550,497,1861.0,True,synthetic_expected_pairing
TX08590,budget_gaming,Gaming,1088.15,AMD Ryzen 5 5600X,AMD,AM4,22088,GeForce RTX 2060,NVIDIA,14100,Gigabyte B550 AORUS Elite AX V2,AM4,Corsair Vengeance LPX 16GB DDR4,DDR4,16,Kingston NV2 500GB NVMe SSD,NVMe,500,MSI MAG A650BN,650,368,883.99,True,synthetic_expected_pairing
TX08591,budget_gaming,Gaming,1236.15,Intel Core i3-12100,Intel,LGA1700,14503,GeForce RTX 3060,NVIDIA,17150,Gigabyte Z790 Gaming X AX,LGA1700,Kingston Fury Beast 16GB DDR5,DDR5,16,Kingston NV2 500GB NVMe SSD,NVMe,500,Corsair CV550,550,394,993.0,True,synthetic_expected_pairing
TX08592,midrange_gaming,Gaming,1713.2,Intel Core i7-11700K @ 3.60GHz,Intel,LGA1200,24749,GeForce RTX 3060 Ti,NVIDIA,20500,ASUS Prime B560M-A,LGA1200,Kingston Fury Beast 16GB DDR4,DDR4,16,Samsung 980 1TB NVMe SSD,NVMe,1000,Corsair CV550,550,493,1312.0,True,synthetic_expected_pairing
TX08593,midrange_gaming,Gaming,1725.22,AMD Ryzen 9 3900XT,AMD,AM4,32869,Radeon RX 6800,Radeon,22200,Gigabyte B550 AORUS Elite AX V2,AM4,Corsair Vengeance LPX 32GB DDR4,DDR4,32,Crucial P3 Plus 2TB NVMe SSD,NVMe,2000,Corsair CV550,550,543,1849.77,True,synthetic_expected_pairing
TX08594,midrange_gaming,Gaming,1880.86,Intel Core i7-11700 @ 2.50GHz,Intel,LGA1200,20588,GeForce RTX 3060 Ti,NVIDIA,20500,Gigabyte B560 AORUS PRO AX,LGA1200,Corsair Vengeance LPX 32GB DDR4,DDR4,32,Crucial P3 Plus 2TB NVMe SSD,NVMe,2000,Corsair CV550,550,465,1477.99,True,synthetic_expected_pairing
TX08595,budget_gaming,Gaming,1381.68,Intel Core i5-11600KF @ 3.90GHz,Intel,LGA1200,19742,Radeon RX 6600 XT,Radeon,16500,MSI MAG B560M Mortar WiFi,LGA1200,Corsair Vengeance LPX 32GB DDR4,DDR4,32,Crucial P3 1TB NVMe SSD,NVMe,1000,Corsair CV550,550,450,999.49,True,synthetic_expected_pairing
TX08596,budget_gaming,Gaming,1327.11,AMD Ryzen 7 1800X,AMD,AM4,16306,GeForce RTX 3060,NVIDIA,17150,ASUS TUF Gaming B550-PLUS WiFi II,AM4,Corsair Vengeance LPX 16GB DDR4,DDR4,16,WD Black SN770 1TB NVMe SSD,NVMe,1000,Corsair CV550,550,422,989.03,True,synthetic_expected_pairing
TX08597,budget_gaming,Gaming,1226.81,Intel Core i5-12400F,Intel,LGA1700,19659,GeForce RTX 3060,NVIDIA,17150,MSI PRO B760M-A WiFi DDR5,LGA1700,Kingston Fury Beast 16GB DDR5,DDR5,16,Kingston NV2 500GB NVMe SSD,NVMe,500,Corsair CV550,550,381,945.98,True,synthetic_expected_pairing
TX08598,midrange_gaming,Gaming,1607.04,AMD Ryzen 5 5600,AMD,AM4,21350,GeForce RTX 3060 Ti,NVIDIA,20500,Gigabyte B550 AORUS Elite AX V2,AM4,Corsair Vengeance LPX 32GB DDR4,DDR4,32,Samsung 990 Pro 2TB NVMe SSD,NVMe,2000,Corsair CV550,550,427,1400.99,True,synthetic_expected_pairing
TX08599,midrange_gaming,Gaming,1911.31,AMD Ryzen 9 3900,AMD,AM4,30660,GeForce RTX 3060 Ti,NVIDIA,20500,MSI B550M PRO-VDH WiFi,AM4,Corsair Vengeance LPX 16GB DDR4,DDR4,16,WD Black SN770 1TB NVMe SSD,NVMe,1000,Corsair CV550,550,415,1528.27,True,synthetic_expected_pairing
TX08600,midrange_gaming,Gaming,1594.01,AMD Ryzen 7 5800X3D,AMD,AM4,25508,GeForce RTX 3060 Ti,NVIDIA,20500,ASUS TUF Gaming B550-PLUS WiFi II,AM4,G.Skill Ripjaws V 32GB DDR4,DDR4,32,Samsung 990 Pro 2TB NVMe SSD,NVMe,2000,Corsair CV550,550,479,1844.0,True,synthetic_expected_pairing
TX08601,highend_gaming,Gaming,2444.39,Intel Core i9-12900F,Intel,LGA1700,35726,Radeon RX 6900 XT,Radeon,26400,Gigabyte Z790 Gaming X AX,LGA1700,Kingston Fury Beast 64GB DDR5,DDR5,64,Samsung 990 Pro 2TB NVMe SSD,NVMe,2000,MSI MAG A650BN,650,583,2484.99,True,synthetic_expected_pairing
TX08602,budget_gaming,Gaming,1328.36,AMD Ryzen 3 3300X,AMD,AM4,12746,GeForce RTX 3060,NVIDIA,17150,MSI B550M PRO-VDH WiFi,AM4,Corsair Vengeance LPX 32GB DDR4,DDR4,32,Samsung 980 1TB NVMe SSD,NVMe,1000,Corsair CV550,550,379,1040.99,True,synthetic_expected_pairing
TX08603,budget_gaming,Gaming,1252.67,AMD Ryzen 7 5700G,AMD,AM4,24545,Radeon RX 6600 XT,Radeon,16500,Gigabyte B550 AORUS Elite AX V2,AM4,Kingston Fury Beast 16GB DDR4,DDR4,16,Samsung 980 1TB NVMe SSD,NVMe,1000,Corsair CV550,550,370,998.0,True,synthetic_expected_pairing
TX08604,highend_gaming,Gaming,3159.88,Intel Core i9-12900KS,Intel,LGA1700,44243,GeForce RTX 3080,NVIDIA,25300,MSI PRO B760M-A WiFi DDR5,LGA1700,G.Skill Flare X5 32GB DDR5,DDR5,32,Samsung 990 Pro 2TB NVMe SSD,NVMe,2000,MSI MAG A750GL PCIE5,750,693,2484.98,True,synthetic_expected_pairing
TX08605,entry_gaming,Gaming,909.19,Intel Core i3-10305 @ 3.80GHz,Intel,LGA1200,9689,Radeon RX 6500 XT,Radeon,9440,MSI MAG B560M Mortar WiFi,LGA1200,Kingston Fury Beast 16GB DDR4,DDR4,16,Kingston NV2 500GB NVMe SSD,NVMe,500,Corsair CV550,550,299,720.99,True,synthetic_expected_pairing
TX08606,highend_gaming,Gaming,2281.58,Intel Core i9-12900,Intel,LGA1700,38281,GeForce RTX 3070 Ti,NVIDIA,23700,MSI PRO B760M-A WiFi DDR5,LGA1700,G.Skill Flare X5 32GB DDR5,DDR5,32,Samsung 990 Pro 2TB NVMe SSD,NVMe,2000,Cooler Master MWE 650 Bronze V2,650,544,2004.0,True,synthetic_expected_pairing
TX08607,budget_gaming,Gaming,1043.5,AMD Ryzen 7 4700G,AMD,AM4,20138,Radeon RX 6600 XT,Radeon,16500,MSI B550M PRO-VDH WiFi,AM4,Kingston Fury Beast 16GB DDR4,DDR4,16,Kingston NV2 500GB NVMe SSD,NVMe,500,Corsair CV550,550,362,970.0,True,synthetic_expected_pairing
TX08608,general_productivity,General Productivity,1094.46,Intel Core i7-12700T,Intel,LGA1700,22688,GeForce RTX 2060,NVIDIA,14100,Gigabyte Z790 Gaming X AX,LGA1700,Kingston Fury Beast 16GB DDR5,DDR5,16,Crucial P3 1TB NVMe SSD,NVMe,1000,MSI MAG A650BN,650,350,1220.0,True,synthetic_expected_pairing
TX08609,workstation,Workstation,2169.72,Intel Core i7-12700F,Intel,LGA1700,32268,Radeon RX 6800 XT,Radeon,24600,MSI PRO B760M-A WiFi DDR5,LGA1700,Kingston Fury Beast 64GB DDR5,DDR5,64,Samsung 990 Pro 2TB NVMe SSD,NVMe,2000,Cooler Master MWE 650 Bronze V2,650,563,2037.96,True,synthetic_expected_pairing
TX08610,workstation,Workstation,2438.27,Intel Core i9-12900,Intel,LGA1700,38281,GeForce RTX 3070 Ti,NVIDIA,23700,ASUS Prime B760M-A WiFi,LGA1700,Kingston Fury Beast 64GB DDR5,DDR5,64,Seagate Barracuda 2TB HDD,HDD,2000,Corsair CV550,550,550,1904.0,True,synthetic_expected_pairing
TX08611,general_productivity,General Productivity,1026.88,Intel Core i5-10400T @ 2.00GHz,Intel,LGA1200,10052,Radeon RX 6600,Radeon,15100,MSI MAG B560M Mortar WiFi,LGA1200,Kingston Fury Beast 16GB DDR4,DDR4,16,Samsung 980 1TB NVMe SSD,NVMe,1000,Corsair CV550,550,294,887.0,True,synthetic_expected_pairing
TX08612,highend_gaming,Gaming,2888.37,Intel Core i7-12700K,Intel,LGA1700,34125,Radeon RX 6900 XT,Radeon,26400,Gigabyte Z790 Gaming X AX,LGA1700,Kingston Fury Beast 64GB DDR5,DDR5,64,Samsung 990 Pro 2TB NVMe SSD,NVMe,2000,MSI MAG A750GL PCIE5,750,745,2434.0,True,synthetic_expected_pairing
TX08613,general_productivity,General Productivity,1204.48,AMD Ryzen 5 4500,AMD,AM4,16698,GeForce GTX 1660 Super,NVIDIA,12750,ASUS TUF Gaming B550-PLUS WiFi II,AM4,Corsair Vengeance LPX 32GB DDR4,DDR4,32,Crucial P3 1TB NVMe SSD,NVMe,1000,MSI MAG A650BN,650,327,888.75,True,synthetic_expected_pairing
TX08614,budget_gaming,Gaming,1441.35,Intel Core i9-11900T @ 1.50GHz,Intel,LGA1200,20225,Radeon RX 6600,Radeon,15100,Gigabyte B560 AORUS PRO AX,LGA1200,Kingston Fury Beast 16GB DDR4,DDR4,16,WD Black SN770 1TB NVMe SSD,NVMe,1000,Corsair CV550,550,294,1184.0,True,synthetic_expected_pairing
TX08615,highend_gaming,Gaming,3323.28,AMD Ryzen 9 5950X,AMD,AM4,46195,GeForce RTX 3080 Ti,NVIDIA,27100,ASUS TUF Gaming B550-PLUS WiFi II,AM4,Corsair Vengeance LPX 32GB DDR4,DDR4,32,Samsung 990 Pro 2TB NVMe SSD,NVMe,2000,MSI MAG A750GL PCIE5,750,674,2480.74,True,synthetic_expected_pairing
TX08616,entry_gaming,Gaming,909.79,AMD Ryzen 5 3500X,AMD,AM4,13319,GeForce RTX 2060,NVIDIA,14100,MSI B550M PRO-VDH WiFi,AM4,Corsair Vengeance LPX 16GB DDR4,DDR4,16,Kingston NV2 500GB NVMe SSD,NVMe,500,Corsair CV550,550,362,791.95,True,synthetic_expected_pairing
TX08617,general_productivity,General Productivity,1008.55,AMD Ryzen 7 5700G,AMD,AM4,24545,Radeon RX 6500 XT,Radeon,9440,ASUS TUF Gaming B550-PLUS WiFi II,AM4,Corsair Vengeance LPX 16GB DDR4,DDR4,16,WD Black SN770 1TB NVMe SSD,NVMe,1000,MSI MAG A650BN,650,301,924.0,True,synthetic_expected_pairing
TX08618,midrange_gaming,Gaming,1642.71,AMD Ryzen 7 5800X3D,AMD,AM4,25508,Radeon RX 6700 XT,Radeon,19800,Gigabyte B550 AORUS Elite AX V2,AM4,Corsair Vengeance LPX 32GB DDR4,DDR4,32,WD Black SN770 1TB NVMe SSD,NVMe,1000,Corsair CV550,550,515,1540.0,True,synthetic_expected_pairing
TX08619,midrange_gaming,Gaming,1694.72,AMD Ryzen 9 3900XT,AMD,AM4,32869,Radeon RX 6700 XT,Radeon,19800,ASUS TUF Gaming B550-PLUS WiFi II,AM4,G.Skill Ripjaws V 32GB DDR4,DDR4,32,WD Black SN770 1TB NVMe SSD,NVMe,1000,Corsair CV550,550,515,1593.77,True,synthetic_expected_pairing
TX08620,general_productivity,General Productivity,1008.93,AMD Ryzen 7 2700,AMD,AM4,15654,GeForce GTX 1660 Super,NVIDIA,12750,MSI B550M PRO-VDH WiFi,AM4,Kingston Fury Beast 16GB DDR4,DDR4,16,WD Black SN770 1TB NVMe SSD,NVMe,1000,Corsair CV550,550,318,919.2,True,synthetic_expected_pairing
TX08621,highend_gaming,Gaming,2491.32,AMD Ryzen 7 5800X,AMD,AM4,28368,Radeon RX 6900 XT,Radeon,26400,Gigabyte B550 AORUS Elite AX V2,AM4,Corsair Vengeance LPX 32GB DDR4,DDR4,32,Samsung 990 Pro 2TB NVMe SSD,NVMe,2000,Corsair RM750e,750,609,2024.99,True,synthetic_expected_pairing
TX08622,midrange_gaming,Gaming,1612.93,Intel Core i7-11700F @ 2.50GHz,Intel,LGA1200,21447,Radeon RX 6800,Radeon,22200,ASUS Prime B560M-A,LGA1200,G.Skill Ripjaws V 32GB DDR4,DDR4,32,Samsung 980 1TB NVMe SSD,NVMe,1000,Corsair CV550,550,483,1444.99,True,synthetic_expected_pairing
TX08623,budget_gaming,Gaming,1016.14,AMD Ryzen 7 PRO 3700,AMD,AM4,22800,Radeon RX 6600,Radeon,15100,ASUS TUF Gaming B550-PLUS WiFi II,AM4,Corsair Vengeance LPX 16GB DDR4,DDR4,16,Samsung 980 1TB NVMe SSD,NVMe,1000,Corsair CV550,550,333,1060.99,True,synthetic_expected_pairing
TX08624,workstation,Workstation,2235.86,AMD Ryzen 9 3950X,AMD,AM4,39157,Radeon RX 6800,Radeon,22200,MSI B550M PRO-VDH WiFi,AM4,Corsair Vengeance LPX 32GB DDR4,DDR4,32,WD Blue 4TB HDD,HDD,4000,Cooler Master MWE 650 Bronze V2,650,539,1831.0,True,synthetic_expected_pairing
TX08625,budget_gaming,Gaming,1160.36,AMD Ryzen 7 3800XT,AMD,AM4,23815,Radeon RX 6600 XT,Radeon,16500,ASUS TUF Gaming B550-PLUS WiFi II,AM4,Kingston Fury Beast 16GB DDR4,DDR4,16,Kingston NV2 500GB NVMe SSD,NVMe,500,MSI MAG A650BN,650,420,1132.65,True,synthetic_expected_pairing
TX08626,budget_gaming,Gaming,1377.26,Intel Core i9-10900KF @ 3.70GHz,Intel,LGA1200,23508,Radeon RX 6600 XT,Radeon,16500,Gigabyte B560 AORUS PRO AX,LGA1200,Kingston Fury Beast 16GB DDR4,DDR4,16,Crucial P3 1TB NVMe SSD,NVMe,1000,Corsair CV550,550,448,1100.99,True,synthetic_expected_pairing
TX08627,highend_gaming,Gaming,2105.92,Intel Core i9-12900KF,Intel,LGA1700,41163,Radeon RX 6900 XT,Radeon,26400,MSI PRO B760M-A WiFi DDR5,LGA1700,Corsair Vengeance 32GB DDR5,DDR5,32,Samsung 990 Pro 2TB NVMe SSD,NVMe,2000,MSI MAG A850GL PCIE5,850,786,2387.98,True,synthetic_expected_pairing
TX08628,midrange_gaming,Gaming,2034.83,Intel Core i9-10900F @ 2.80GHz,Intel,LGA1200,20881,GeForce RTX 3060 Ti,NVIDIA,20500,ASUS Prime B560M-A,LGA1200,G.Skill Ripjaws V 32GB DDR4,DDR4,32,Crucial P3 Plus 2TB NVMe SSD,NVMe,2000,MSI MAG A650BN,650,419,1475.0,True,synthetic_expected_pairing
TX08629,midrange_gaming,Gaming,1418.44,AMD Ryzen 9 3900,AMD,AM4,30660,GeForce RTX 3060,NVIDIA,17150,MSI B550M PRO-VDH WiFi,AM4,G.Skill Ripjaws V 32GB DDR4,DDR4,32,WD Black SN770 1TB NVMe SSD,NVMe,1000,Corsair CV550,550,379,1302.27,True,synthetic_expected_pairing
TX08630,budget_gaming,Gaming,1119.17,AMD Ryzen 5 2600X,AMD,AM4,14053,GeForce RTX 3060,NVIDIA,17150,Gigabyte B550 AORUS Elite AX V2,AM4,Corsair Vengeance LPX 16GB DDR4,DDR4,16,WD Black SN770 1TB NVMe SSD,NVMe,1000,Corsair CV550,550,422,935.39,True,synthetic_expected_pairing
TX08631,midrange_gaming,Gaming,1627.45,AMD Ryzen 5 5600,AMD,AM4,21350,GeForce RTX 3070,NVIDIA,22400,ASUS TUF Gaming B550-PLUS WiFi II,AM4,Corsair Vengeance LPX 32GB DDR4,DDR4,32,Samsung 990 Pro 2TB NVMe SSD,NVMe,2000,Corsair CV550,550,453,1550.99,True,synthetic_expected_pairing
TX08632,entry_gaming,Gaming,761.91,Intel Core i5-10400T @ 2.00GHz,Intel,LGA1200,10052,GeForce RTX 2060,NVIDIA,14100,Gigabyte B560 AORUS PRO AX,LGA1200,Kingston Fury Beast 16GB DDR4,DDR4,16,Kingston NV2 500GB NVMe SSD,NVMe,500,Corsair CV550,550,329,863.0,True,synthetic_expected_pairing
TX08633,highend_gaming,Gaming,2594.86,Intel Core i7-12700K,Intel,LGA1700,34125,GeForce RTX 3080 Ti,NVIDIA,27100,MSI PRO B760M-A WiFi DDR5,LGA1700,Corsair Vengeance 32GB DDR5,DDR5,32,Crucial P3 Plus 2TB NVMe SSD,NVMe,2000,MSI MAG A850GL PCIE5,850,783,2244.0,True,synthetic_expected_pairing
TX08634,midrange_gaming,Gaming,1543.83,AMD Ryzen 9 3900X,AMD,AM4,32751,Radeon RX 6800,Radeon,22200,MSI B550M PRO-VDH WiFi,AM4,Corsair Vengeance LPX 16GB DDR4,DDR4,16,Crucial P3 Plus 2TB NVMe SSD,NVMe,2000,Corsair CV550,550,533,1510.0,True,synthetic_expected_pairing
TX08635,entry_gaming,Gaming,829.1,Intel Core i5-11600T @ 1.70GHz,Intel,LGA1200,15254,Radeon RX 6500 XT,Radeon,9440,MSI MAG B560M Mortar WiFi,LGA1200,Corsair Vengeance LPX 16GB DDR4,DDR4,16,Samsung 980 1TB NVMe SSD,NVMe,1000,Corsair CV550,550,262,844.0,True,synthetic_expected_pairing
TX08636,workstation,Workstation,2793.17,Intel Core i9-12900KF,Intel,LGA1700,41163,GeForce RTX 3080,NVIDIA,25300,MSI PRO B760M-A WiFi DDR5,LGA1700,G.Skill Flare X5 32GB DDR5,DDR5,32,Crucial P3 Plus 2TB NVMe SSD,NVMe,2000,Cooler Master MWE Gold 850 V2,850,810,2207.98,True,synthetic_expected_pairing
TX08637,budget_gaming,Gaming,1005.31,AMD Ryzen 5 5600G,AMD,AM4,19830,GeForce RTX 2060,NVIDIA,14100,MSI B550M PRO-VDH WiFi,AM4,Corsair Vengeance LPX 16GB DDR4,DDR4,16,Kingston NV2 500GB NVMe SSD,NVMe,500,Corsair CV550,550,362,786.97,True,synthetic_expected_pairing
TX08638,entry_gaming,Gaming,1039.62,Intel Core i5-10500T @ 2.30GHz,Intel,LGA1200,10365,GeForce GTX 1660 Super,NVIDIA,12750,ASUS Prime B560M-A,LGA1200,Kingston Fury Beast 16GB DDR4,DDR4,16,Kingston NV2 500GB NVMe SSD,NVMe,500,Corsair CV550,550,277,783.0,True,synthetic_expected_pairing
TX08639,highend_gaming,Gaming,2338.64,AMD Ryzen 9 3900,AMD,AM4,30660,GeForce RTX 3070 Ti,NVIDIA,23700,MSI B550M PRO-VDH WiFi,AM4,Kingston Fury Beast 64GB DDR4,DDR4,64,Crucial P3 Plus 2TB NVMe SSD,NVMe,2000,MSI MAG A650BN,650,543,1872.27,True,synthetic_expected_pairing
TX08640,budget_gaming,Gaming,1024.72,AMD Ryzen 5 1600X,AMD,AM4,12943,GeForce GTX 1660 Super,NVIDIA,12750,MSI B550M PRO-VDH WiFi,AM4,Corsair Vengeance LPX 16GB DDR4,DDR4,16,WD Black SN770 1TB NVMe SSD,NVMe,1000,Corsair CV550,550,357,830.46,True,synthetic_expected_pairing
TX08641,highend_gaming,Gaming,2494.73,AMD Ryzen 9 5900X,AMD,AM4,39457,GeForce RTX 3080,NVIDIA,25300,ASUS TUF Gaming B550-PLUS WiFi II,AM4,G.Skill Ripjaws V 32GB DDR4,DDR4,32,Samsung 990 Pro 2TB NVMe SSD,NVMe,2000,MSI MAG A650BN,650,635,1958.03,True,synthetic_expected_pairing
TX08642,entry_gaming,Gaming,702.49,Intel Core i5-10600K @ 4.10GHz,Intel,LGA1200,14534,GeForce GTX 1660 Super,NVIDIA,12750,ASUS Prime B560M-A,LGA1200,Corsair Vengeance LPX 16GB DDR4,DDR4,16,Kingston NV2 500GB NVMe SSD,NVMe,500,Corsair CV550,550,394,799.97,True,synthetic_expected_pairing
TX08643,midrange_gaming,Gaming,1708.49,AMD Ryzen 9 3900,AMD,AM4,30660,GeForce RTX 3060,NVIDIA,17150,Gigabyte B550 AORUS Elite AX V2,AM4,Corsair Vengeance LPX 32GB DDR4,DDR4,32,Samsung 980 1TB NVMe SSD,NVMe,1000,Corsair CV550,550,385,1328.27,True,synthetic_expected_pairing
TX08644,highend_gaming,Gaming,2232.09,Intel Core i9-12900,Intel,LGA1700,38281,GeForce RTX 3080,NVIDIA,25300,MSI PRO B760M-A WiFi DDR5,LGA1700,Corsair Vengeance 32GB DDR5,DDR5,32,WD Black SN770 1TB NVMe SSD,NVMe,1000,Cooler Master MWE 650 Bronze V2,650,580,2024.0,True,synthetic_expected_pairing
TX08645,midrange_gaming,Gaming,1825.21,Intel Core i5-12600,Intel,LGA1700,21368,GeForce RTX 3070,NVIDIA,22400,Gigabyte Z790 Gaming X AX,LGA1700,G.Skill Flare X5 32GB DDR5,DDR5,32,WD Black SN770 1TB NVMe SSD,NVMe,1000,Corsair CV550,550,470,1653.97,True,synthetic_expected_pairing
TX08646,highend_gaming,Gaming,2498.97,Intel Core i7-12700KF,Intel,LGA1700,34110,Radeon RX 6900 XT,Radeon,26400,MSI PRO B760M-A WiFi DDR5,LGA1700,G.Skill Flare X5 32GB DDR5,DDR5,32,WD Black SN770 1TB NVMe SSD,NVMe,1000,MSI MAG A750GL PCIE5,750,717,2035.99,True,synthetic_expected_pairing
TX08647,midrange_gaming,Gaming,1980.45,Intel Core i5-12600KF,Intel,LGA1700,27186,GeForce RTX 3060 Ti,NVIDIA,20500,Gigabyte Z790 Gaming X AX,LGA1700,Corsair Vengeance 32GB DDR5,DDR5,32,Crucial P3 Plus 2TB NVMe SSD,NVMe,2000,MSI MAG A650BN,650,556,1605.98,True,synthetic_expected_pairing
TX08648,highend_gaming,Gaming,2424.65,AMD Ryzen 9 3900XT,AMD,AM4,32869,Radeon RX 6900 XT,Radeon,26400,ASUS TUF Gaming B550-PLUS WiFi II,AM4,Corsair Vengeance LPX 32GB DDR4,DDR4,32,Crucial P3 Plus 2TB NVMe SSD,NVMe,2000,MSI MAG A650BN,650,608,2199.77,True,synthetic_expected_pairing
TX08649,entry_gaming,Gaming,746.38,Intel Core i3-10305 @ 3.80GHz,Intel,LGA1200,9689,Radeon RX 6500 XT,Radeon,9440,ASUS Prime B560M-A,LGA1200,Corsair Vengeance LPX 16GB DDR4,DDR4,16,Kingston NV2 500GB NVMe SSD,NVMe,500,MSI MAG A650BN,650,293,706.99,True,synthetic_expected_pairing
TX08650,entry_gaming,Gaming,951.56,AMD Ryzen 3 3100,AMD,AM4,11660,Radeon RX 6500 XT,Radeon,9440,MSI B550M PRO-VDH WiFi,AM4,Corsair Vengeance LPX 16GB DDR4,DDR4,16,WD Black SN770 1TB NVMe SSD,NVMe,1000,Corsair CV550,550,294,738.95,True,synthetic_expected_pairing
TX08651,budget_gaming,Gaming,1163.75,AMD Ryzen 5 3600,AMD,AM4,17822,GeForce RTX 2060,NVIDIA,14100,MSI B550M PRO-VDH WiFi,AM4,Kingston Fury Beast 16GB DDR4,DDR4,16,WD Black SN770 1TB NVMe SSD,NVMe,1000,Corsair CV550,550,363,848.49,True,synthetic_expected_pairing
TX08652,midrange_gaming,Gaming,2066.42,AMD Ryzen 5 3600XT,AMD,AM4,18780,GeForce RTX 3070,NVIDIA,22400,MSI B550M PRO-VDH WiFi,AM4,Corsair Vengeance LPX 32GB DDR4,DDR4,32,Samsung 980 1TB NVMe SSD,NVMe,1000,Corsair CV550,550,483,1488.52,True,synthetic_expected_pairing
