antecedents,consequents,support,confidence,lift
Motherboard:ASUS Prime B560M-A,Storage:WD Black SN770 1TB NVMe SSD,0.0222,0.20728291316526612,1.085250854268409
GPU:GeForce RTX 3060 Ti | PSU:Corsair CV550,Storage:WD Black SN770 1TB NVMe SSD,0.0126,0.20655737704918034,1.0814522358595828
GPU:GeForce RTX 3060 | PSU:Corsair CV550,RAM:Kingston Fury Beast 16GB DDR4,0.0173,0.23159303882195448,1.0771769247532768
GPU:Radeon RX 6700 XT,Storage:WD Black SN770 1TB NVMe SSD,0.0114,0.20540540540540542,1.0754209707089288
GPU:GeForce RTX 2060 | PSU:Corsair CV550,Storage:Samsung 980 1TB NVMe SSD,0.0164,0.20098039215686275,1.0747614553842928
RAM:G.Skill Ripjaws V 32GB DDR4,Storage:Samsung 980 1TB NVMe SSD,0.0312,0.20077220077220076,1.0736481324716618
RAM:Corsair Vengeance LPX 32GB DDR4,PSU:MSI MAG A650BN,0.0385,0.23780111179740582,1.0716589085056594
GPU:GeForce RTX 3070 | Storage:Crucial P3 Plus 2TB NVMe SSD,PSU:Corsair CV550,0.0105,0.6730769230769231,1.0699045033808983
Motherboard:ASUS Prime B760M-A WiFi,PSU:MSI MAG A650BN,0.0126,0.23728813559322035,1.0693471635566487
Motherboard:Gigabyte B550 AORUS Elite AX V2,PSU:Corsair CV550,0.1128,0.6718284693269804,1.0679199957510417
GPU:GeForce RTX 3070,PSU:Corsair CV550,0.0582,0.6705069124423964,1.0658192853956387
Motherboard:Gigabyte B560 AORUS PRO AX,Storage:WD Black SN770 1TB NVMe SSD,0.016,0.2035623409669211,1.0657714186749796
Storage:Samsung 990 Pro 2TB NVMe SSD,PSU:MSI MAG A650BN,0.0282,0.23598326359832636,1.0634667129262116
Motherboard:Gigabyte B560 AORUS PRO AX | RAM:Corsair Vengeance LPX 32GB DDR4,PSU:Corsair CV550,0.0118,0.6666666666666666,1.0597149366820324
Motherboard:ASUS Prime B560M-A,PSU:MSI MAG A650BN,0.025,0.2334267040149393,1.0519454890263151
Motherboard:Gigabyte B560 AORUS PRO AX | PSU:Corsair CV550,Storage:WD Black SN770 1TB NVMe SSD,0.0117,0.2006861063464837,1.0507125986726895
Motherboard:Gigabyte B550 AORUS Elite AX V2,Storage:WD Black SN770 1TB NVMe SSD,0.0336,0.20011911852293032,1.0477440760362844
GPU:Radeon RX 6700 XT,PSU:MSI MAG A650BN,0.0129,0.23243243243243242,1.0474647698622461
RAM:Corsair Vengeance LPX 32GB DDR4,PSU:Corsair CV550,0.1063,0.6565781346510192,1.0436784845827678
GPU:GeForce RTX 3060 Ti,PSU:MSI MAG A650BN,0.0205,0.23111612175873733,1.0415327704314437
RAM:G.Skill Ripjaws V 32GB DDR4,PSU:MSI MAG A650BN,0.0359,0.231016731016731,1.0410848626260973
RAM:G.Skill Ripjaws V 32GB DDR4,PSU:Corsair CV550,0.1013,0.6518661518661518,1.0361884467749989
GPU:Radeon RX 6800 | RAM:G.Skill Ripjaws V 32GB DDR4,PSU:Corsair CV550,0.0116,0.6516853932584269,1.035901117880189
RAM:Kingston Fury Beast 16GB DDR4 | Storage:Crucial P3 1TB NVMe SSD,PSU:MSI MAG A650BN,0.0101,0.2290249433106576,1.0321088026618188
GPU:GeForce RTX 3060,RAM:Kingston Fury Beast 16GB DDR4,0.0219,0.22188449848024316,1.0320209231639217
Motherboard:Gigabyte B550 AORUS Elite AX V2 | RAM:Corsair Vengeance LPX 32GB DDR4,PSU:Corsair CV550,0.0238,0.6485013623978202,1.0308398702874269
Motherboard:MSI B550M PRO-VDH WiFi | RAM:Kingston Fury Beast 16GB DDR4,PSU:MSI MAG A650BN,0.0111,0.22745901639344263,1.025051899024077
Storage:Crucial P3 Plus 2TB NVMe SSD,PSU:MSI MAG A650BN,0.0258,0.22493461203138623,1.0136755837376576
Storage:Crucial P3 1TB NVMe SSD,PSU:MSI MAG A650BN,0.038,0.2228739002932551,1.0043889152467558
RAM:Kingston Fury Beast 16GB DDR4 | Storage:WD Black SN770 1TB NVMe SSD,PSU:MSI MAG A650BN,0.0104,0.22269807280513917,1.0035965426099107
Motherboard:Gigabyte B550 AORUS Elite AX V2,PSU:MSI MAG A650BN,0.0373,0.2221560452650387,1.0011538768140547
